dossier_id,rotation_id,announced_fact_id,mode,slots,selection_valid,selected_count,announced_card_selected,hidden_card_selection_rate,handoff_characters,handoff_words,handoff_estimated_tokens,immediate_em,reusable_em,immediate_f1,reusable_f1,immediate_judge_correct,reusable_judge_correct
fic:5,fic:5:A=side5:0612225040d2,fic:5:side5,conditioned,4,1.0,4,1.0,0.6,498,88,134,1.0,0.6,1.0,0.6,1.0,0.6
fic:5,fic:5:A=side5:0612225040d2,fic:5:side5,generic,6,1.0,6,1.0,1.0,647,118,174,1.0,1.0,1.0,1.0,1.0,1.0
fic:5,fic:5:A=side5:0612225040d2,fic:5:side5,conditioned,6,1.0,6,1.0,1.0,647,118,174,1.0,1.0,1.0,1.0,1.0,1.0
fic:5,fic:5:A=side4:f82650e2da4c,fic:5:side4,generic,2,1.0,2,0.0,0.4,339,59,91,0.0,0.4,0.0,0.4,0.0,0.4
fic:5,fic:5:A=side4:f82650e2da4c,fic:5:side4,conditioned,2,1.0,2,1.0,0.2,281,50,75,1.0,0.2,1.0,0.2,1.0,0.2
fic:5,fic:5:A=side4:f82650e2da4c,fic:5:side4,generic,4,1.0,4,1.0,0.6,480,86,129,1.0,0.6,1.0,0.6,1.0,0.6
fic:5,fic:5:A=side4:f82650e2da4c,fic:5:side4,conditioned,4,1.0,4,1.0,0.6,445,81,120,1.0,0.6,1.0,0.6,1.0,0.6
fic:5,fic:5:A=side4:f82650e2da4c,fic:5:side4,generic,6,1.0,6,1.0,1.0,647,118,174,1.0,1.0,1.0,1.0,1.0,1.0
fic:5,fic:5:A=side4:f82650e2da4c,fic:5:side4,conditioned,6,1.0,6,1.0,1.0,647,118,174,1.0,1.0,1.0,1.0,1.0,1.0
fic:5,fic:5:A=side1:528aacb704de,fic:5:side1,generic,2,1.0,2,0.0,0.4,339,59,91,0.0,0.4,0.0,0.4,0.0,0.4
fic:5,fic:5:A=side1:528aacb704de,fic:5:side1,conditioned,2,1.0,2,1.0,0.2,304,54,82,1.0,0.2,1.0,0.2,1.0,0.2
fic:5,fic:5:A=side1:528aacb704de,fic:5:side1,generic,4,1.0,4,0.0,0.8,480,86,129,0.0,0.8,0.0,0.8,0.0,0.8
fic:5,fic:5:A=side1:528aacb704de,fic:5:side1,conditioned,4,1.0,4,1.0,0.6,503,90,135,1.0,0.6,1.0,0.6,1.0,0.6
fic:5,fic:5:A=side1:528aacb704de,fic:5:side1,generic,6,1.0,6,1.0,1.0,647,118,174,1.0,1.0,1.0,1.0,1.0,1.0
fic:5,fic:5:A=side1:528aacb704de,fic:5:side1,conditioned,6,1.0,6,1.0,1.0,647,118,174,1.0,1.0,1.0,1.0,1.0,1.0
fic:6,fic:6:A=side5:f222e9ccc39b,fic:6:side5,generic,2,1.0,2,0.0,0.4,243,40,65,0.0,0.6,0.0,0.6,0.0,0.6
fic:6,fic:6:A=side5:f222e9ccc39b,fic:6:side5,conditioned,2,1.0,2,1.0,0.2,261,45,70,1.0,0.4,1.0,0.4,1.0,0.4
fic:6,fic:6:A=side5:f222e9ccc39b,fic:6:side5,generic,4,1.0,4,1.0,0.6,477,82,128,1.0,0.2,1.0,0.4,1.0,0.6
fic:6,fic:6:A=side5:f222e9ccc39b,fic:6:side5,conditioned,4,1.0,4,1.0,0.6,436,74,117,1.0,0.4,1.0,0.5888888888888889,1.0,0.6
fic:6,fic:6:A=side5:f222e9ccc39b,fic:6:side5,generic,6,1.0,6,1.0,1.0,627,110,169,1.0,0.6,1.0,0.8,1.0,1.0
fic:6,fic:6:A=side5:f222e9ccc39b,fic:6:side5,conditioned,6,1.0,6,1.0,1.0,627,110,169,1.0,0.6,1.0,0.8,1.0,1.0
fic:6,fic:6:A=side1:80bb89bd8de7,fic:6:side1,generic,2,1.0,2,0.0,0.4,243,40,65,0.0,0.6,0.0,0.6,0.0,0.6
fic:6,fic:6:A=side1:80bb89bd8de7,fic:6:side1,conditioned,2,1.0,2,1.0,0.2,214,37,57,0.0,0.2,0.5,0.2,1.0,0.2
fic:6,fic:6:A=side1:80bb89bd8de7,fic:6:side1,generic,4,1.0,4,1.0,0.6,477,82,128,0.0,0.4,0.5,0.5,1.0,0.6
fic:6,fic:6:A=side1:80bb89bd8de7,fic:6:side1,conditioned,4,1.0,4,1.0,0.6,477,82,128,0.0,0.4,0.5,0.5,1.0,0.6
fic:6,fic:6:A=side1:80bb89bd8de7,fic:6:side1,generic,6,1.0,6,1.0,1.0,627,110,169,0.0,0.8,0.5,0.9,1.0,1.0
fic:6,fic:6:A=side1:80bb89bd8de7,fic:6:side1,conditioned,6,1.0,6,1.0,1.0,627,110,169,0.0,0.8,0.5,0.9,1.0,1.0
fic:6,fic:6:A=side4:b0afc84cd076,fic:6:side4,generic,2,1.0,2,1.0,0.2,243,40,65,1.0,0.4,1.0,0.4,1.0,0.4
fic:6,fic:6:A=side4:b0afc84cd076,fic:6:side4,conditioned,2,1.0,2,1.0,0.2,243,40,65,1.0,0.4,1.0,0.4,1.0,0.4
fic:6,fic:6:A=side4:b0afc84cd076,fic:6:side4,generic,4,1.0,4,0.0,0.8,477,82,128,0.0,0.4,0.0,0.6,0.0,0.8
fic:6,fic:6:A=side4:b0afc84cd076,fic:6:side4,conditioned,4,1.0,4,1.0,0.6,444,75,120,1.0,0.6,1.0,0.6,1.0,0.6
fic:6,fic:6:A=side4:b0afc84cd076,fic:6:side4,generic,6,1.0,6,1.0,1.0,627,110,169,1.0,0.6,1.0,0.8,1.0,1.0
fic:6,fic:6:A=side4:b0afc84cd076,fic:6:side4,conditioned,6,1.0,6,1.0,1.0,627,110,169,1.0,0.6,1.0,0.8,1.0,1.0
fic:6,fic:6:A=side2:c83947bdaaf6,fic:6:side2,generic,2,1.0,2,0.0,0.4,243,40,65,1.0,0.4,1.0,0.4,1.0,0.4
fic:6,fic:6:A=side2:c83947bdaaf6,fic:6:side2,conditioned,2,1.0,2,1.0,0.2,173,29,46,1.0,0.2,1.0,0.28888888888888886,1.0,0.2
fic:6,fic:6:A=side2:c83947bdaaf6,fic:6:side2,generic,4,1.0,4,1.0,0.6,477,82,128,0.0,0.4,0.5,0.5,1.0,0.6
fic:6,fic:6:A=side2:c83947bdaaf6,fic:6:side2,conditioned,4,1.0,4,1.0,0.6,444,75,120,1.0,0.6,1.0,0.6,1.0,0.6
fic:6,fic:6:A=side2:c83947bdaaf6,fic:6:side2,generic,6,1.0,6,1.0,1.0,627,110,169,0.0,0.8,0.5,0.9,1.0,1.0
fic:6,fic:6:A=side2:c83947bdaaf6,fic:6:side2,conditioned,6,1.0,6,1.0,1.0,627,110,169,0.0,0.8,0.5,0.9,1.0,1.0
fic:6,fic:6:A=target:5a2a8a098065,fic:6:target,generic,2,1.0,2,1.0,0.2,243,40,65,1.0,0.4,1.0,0.4,1.0,0.4
fic:6,fic:6:A=target:5a2a8a098065,fic:6:target,conditioned,2,1.0,2,1.0,0.2,294,47,79,1.0,0.0,1.0,0.1,1.0,0.2
fic:6,fic:6:A=target:5a2a8a098065,fic:6:target,generic,4,1.0,4,1.0,0.6,477,82,128,1.0,0.2,1.0,0.4,1.0,0.6
fic:6,fic:6:A=target:5a2a8a098065,fic:6:target,conditioned,4,1.0,4,1.0,0.6,436,74,117,1.0,0.4,1.0,0.5888888888888889,1.0,0.6
fic:6,fic:6:A=target:5a2a8a098065,fic:6:target,generic,6,1.0,6,1.0,1.0,627,110,169,1.0,0.6,1.0,0.8,1.0,1.0
fic:6,fic:6:A=target:5a2a8a098065,fic:6:target,conditioned,6,1.0,6,1.0,1.0,627,110,169,1.0,0.6,1.0,0.8,1.0,1.0
fic:6,fic:6:A=side3:446a4a092e7e,fic:6:side3,generic,2,1.0,2,0.0,0.4,243,40,65,0.0,0.6,0.0,0.6,0.0,0.6
fic:6,fic:6:A=side3:446a4a092e7e,fic:6:side3,conditioned,2,1.0,2,1.0,0.2,199,35,53,1.0,0.2,1.0,0.2,1.0,0.2
fic:6,fic:6:A=side3:446a4a092e7e,fic:6:side3,generic,4,1.0,4,0.0,0.8,477,82,128,0.0,0.4,0.0,0.6,0.0,0.8
fic:6,fic:6:A=side3:446a4a092e7e,fic:6:side3,conditioned,4,1.0,4,1.0,0.6,485,83,131,1.0,0.2,1.0,0.4,1.0,0.6
fic:6,fic:6:A=side3:446a4a092e7e,fic:6:side3,generic,6,1.0,6,1.0,1.0,627,110,169,1.0,0.6,1.0,0.8,1.0,1.0
fic:6,fic:6:A=side3:446a4a092e7e,fic:6:side3,conditioned,6,1.0,6,1.0,1.0,627,110,169,1.0,0.6,1.0,0.8,1.0,1.0
fic:7,fic:7:A=side3:e0e4bdd9c51f,fic:7:side3,generic,2,1.0,2,1.0,0.2,243,47,65,1.0,0.4,1.0,0.4,1.0,0.4
fic:7,fic:7:A=side3:e0e4bdd9c51f,fic:7:side3,conditioned,2,1.0,2,1.0,0.2,243,47,65,1.0,0.4,1.0,0.4,1.0,0.4
fic:7,fic:7:A=side3:e0e4bdd9c51f,fic:7:side3,generic,4,1.0,4,1.0,0.6,420,79,113,1.0,0.6,1.0,0.7333333333333333,1.0,0.8
fic:7,fic:7:A=side3:e0e4bdd9c51f,fic:7:side3,conditioned,4,1.0,4,1.0,0.6,389,77,105,1.0,0.4,1.0,0.5333333333333333,1.0,0.6
fic:7,fic:7:A=side3:e0e4bdd9c51f,fic:7:side3,generic,6,1.0,6,1.0,1.0,545,105,147,0.0,0.8,0.5,0.9333333333333332,1.0,1.0
fic:7,fic:7:A=side3:e0e4bdd9c51f,fic:7:side3,conditioned,6,1.0,6,1.0,1.0,545,105,147,0.0,0.8,0.5,0.9333333333333332,1.0,1.0
fic:7,fic:7:A=target:1f0f3767aefe,fic:7:target,generic,2,1.0,2,1.0,0.2,243,47,65,1.0,0.4,1.0,0.4,1.0,0.4
fic:7,fic:7:A=target:1f0f3767aefe,fic:7:target,conditioned,2,1.0,2,1.0,0.2,241,48,65,1.0,0.2,1.0,0.2,1.0,0.2
fic:7,fic:7:A=target:1f0f3767aefe,fic:7:target,generic,4,1.0,4,1.0,0.6,420,79,113,1.0,0.6,1.0,0.7333333333333333,1.0,0.8
fic:7,fic:7:A=target:1f0f3767aefe,fic:7:target,conditioned,4,1.0,4,1.0,0.6,418,80,112,1.0,0.4,1.0,0.5333333333333333,1.0,0.6
fic:7,fic:7:A=target:1f0f3767aefe,fic:7:target,generic,6,1.0,6,1.0,1.0,545,105,147,1.0,0.6,1.0,0.8333333333333333,1.0,1.0
fic:7,fic:7:A=target:1f0f3767aefe,fic:7:target,conditioned,6,1.0,6,1.0,1.0,545,105,147,1.0,0.6,1.0,0.8333333333333333,1.0,1.0
fic:7,fic:7:A=side4:5dc7eff2dd38,fic:7:side4,generic,2,1.0,2,0.0,0.4,243,47,65,0.0,0.6,0.0,0.6,0.0,0.6
fic:7,fic:7:A=side4:5dc7eff2dd38,fic:7:side4,conditioned,2,1.0,2,1.0,0.2,123,26,33,1.0,0.2,1.0,0.2,1.0,0.2
fic:7,fic:7:A=side4:5dc7eff2dd38,fic:7:side4,generic,4,1.0,4,0.0,0.8,420,79,113,0.0,0.8,0.0,0.9333333333333332,0.0,1.0
fic:7,fic:7:A=side4:5dc7eff2dd38,fic:7:side4,conditioned,4,1.0,4,1.0,0.6,417,78,112,1.0,0.6,1.0,0.7333333333333333,1.0,0.8
fic:7,fic:7:A=side4:5dc7eff2dd38,fic:7:side4,generic,6,1.0,6,1.0,1.0,545,105,147,1.0,0.6,1.0,0.8333333333333333,1.0,1.0
fic:7,fic:7:A=side4:5dc7eff2dd38,fic:7:side4,conditioned,6,1.0,6,1.0,1.0,545,105,147,1.0,0.6,1.0,0.8333333333333333,1.0,1.0
fic:7,fic:7:A=side2:70ae71bf345d,fic:7:side2,generic,2,1.0,2,0.0,0.4,243,47,65,0.0,0.6,0.0,0.6,0.0,0.6
fic:7,fic:7:A=side2:70ae71bf345d,fic:7:side2,conditioned,2,1.0,2,1.0,0.2,261,50,70,0.0,0.4,0.6666666666666666,0.4,1.0,0.4
fic:7,fic:7:A=side2:70ae71bf345d,fic:7:side2,generic,4,1.0,4,1.0,0.6,420,79,113,0.0,0.8,0.6666666666666666,0.8,1.0,0.8
fic:7,fic:7:A=side2:70ae71bf345d,fic:7:side2,conditioned,4,1.0,4,1.0,0.6,388,75,104,0.0,0.6,0.6666666666666666,0.7,1.0,0.8
fic:7,fic:7:A=side2:70ae71bf345d,fic:7:side2,generic,6,1.0,6,1.0,1.0,545,105,147,0.0,0.8,0.6666666666666666,0.9,1.0,1.0
fic:7,fic:7:A=side2:70ae71bf345d,fic:7:side2,conditioned,6,1.0,6,1.0,1.0,545,105,147,0.0,0.8,0.6666666666666666,0.9,1.0,1.0
fic:7,fic:7:A=side5:6257e46dc801,fic:7:side5,generic,2,1.0,2,0.0,0.4,243,47,65,0.0,0.6,0.0,0.6,0.0,0.6
fic:7,fic:7:A=side5:6257e46dc801,fic:7:side5,conditioned,2,1.0,2,1.0,0.2,272,50,73,1.0,0.4,1.0,0.4,1.0,0.4
fic:7,fic:7:A=side5:6257e46dc801,fic:7:side5,generic,4,1.0,4,1.0,0.6,420,79,113,1.0,0.6,1.0,0.7333333333333333,1.0,0.8
fic:7,fic:7:A=side5:6257e46dc801,fic:7:side5,conditioned,4,1.0,4,1.0,0.6,400,77,108,1.0,0.4,1.0,0.5,1.0,0.6
fic:7,fic:7:A=side5:6257e46dc801,fic:7:side5,generic,6,1.0,6,1.0,1.0,545,105,147,1.0,0.6,1.0,0.8333333333333333,1.0,1.0
fic:7,fic:7:A=side5:6257e46dc801,fic:7:side5,conditioned,6,1.0,6,1.0,1.0,545,105,147,1.0,0.6,1.0,0.8333333333333333,1.0,1.0
fic:7,fic:7:A=side1:1be08e45db32,fic:7:side1,generic,2,1.0,2,0.0,0.4,243,47,65,1.0,0.4,1.0,0.4,1.0,0.4
fic:7,fic:7:A=side1:1be08e45db32,fic:7:side1,conditioned,2,1.0,2,1.0,0.2,241,48,65,1.0,0.2,1.0,0.2,1.0,0.2
fic:7,fic:7:A=side1:1be08e45db32,fic:7:side1,generic,4,1.0,4,0.0,0.8,420,79,113,1.0,0.6,1.0,0.7333333333333333,1.0,0.8
fic:7,fic:7:A=side1:1be08e45db32,fic:7:side1,conditioned,4,1.0,4,1.0,0.6,389,77,105,1.0,0.4,1.0,0.5333333333333333,1.0,0.6
fic:7,fic:7:A=side1:1be08e45db32,fic:7:side1,generic,6,1.0,6,1.0,1.0,545,105,147,1.0,0.6,1.0,0.8333333333333333,1.0,1.0
fic:7,fic:7:A=side1:1be08e45db32,fic:7:side1,conditioned,6,1.0,6,1.0,1.0,545,105,147,1.0,0.6,1.0,0.8333333333333333,1.0,1.0
fic:8,fic:8:A=side4:37a458075db4,fic:8:side4,generic,2,1.0,2,1.0,0.2,152,30,41,1.0,0.2,1.0,0.2,1.0,0.2
fic:8,fic:8:A=side4:37a458075db4,fic:8:side4,conditioned,2,1.0,2,1.0,0.2,272,48,73,1.0,0.2,1.0,0.27999999999999997,1.0,0.2
fic:8,fic:8:A=side4:37a458075db4,fic:8:side4,generic,4,1.0,4,0.0,0.8,363,68,98,0.0,0.8,0.0,0.8,0.0,0.8
fic:8,fic:8:A=side4:37a458075db4,fic:8:side4,conditioned,4,1.0,4,1.0,0.6,390,71,105,1.0,0.6,1.0,0.6,1.0,0.6
fic:8,fic:8:A=side4:37a458075db4,fic:8:side4,generic,6,1.0,6,1.0,1.0,540,102,145,1.0,0.8,1.0,0.8,1.0,0.8
fic:8,fic:8:A=side4:37a458075db4,fic:8:side4,conditioned,6,1.0,6,1.0,1.0,540,102,145,1.0,0.8,1.0,0.8,1.0,0.8
fic:8,fic:8:A=side1:531f6a387d04,fic:8:side1,generic,2,1.0,2,1.0,0.2,152,30,41,1.0,0.2,1.0,0.2,1.0,0.2
fic:8,fic:8:A=side1:531f6a387d04,fic:8:side1,conditioned,2,1.0,2,1.0,0.2,214,40,57,1.0,0.2,1.0,0.27999999999999997,1.0,0.2
fic:8,fic:8:A=side1:531f6a387d04,fic:8:side1,generic,4,1.0,4,1.0,0.6,363,68,98,1.0,0.6,1.0,0.6,1.0,0.6
fic:8,fic:8:A=side1:531f6a387d04,fic:8:side1,conditioned,4,1.0,4,1.0,0.6,266,54,71,1.0,0.6,1.0,0.6,1.0,0.6
fic:8,fic:8:A=side1:531f6a387d04,fic:8:side1,generic,6,1.0,6,1.0,1.0,540,102,145,0.0,1.0,0.0,1.0,0.0,1.0
fic:8,fic:8:A=side1:531f6a387d04,fic:8:side1,conditioned,6,1.0,6,1.0,1.0,540,102,145,0.0,1.0,0.0,1.0,0.0,1.0
fic:8,fic:8:A=target:06af1c50d965,fic:8:target,generic,2,1.0,2,0.0,0.4,152,30,41,0.0,0.4,0.0,0.4,0.0,0.4
fic:8,fic:8:A=target:06af1c50d965,fic:8:target,conditioned,2,1.0,2,1.0,0.2,214,40,57,1.0,0.2,1.0,0.27999999999999997,1.0,0.2
fic:8,fic:8:A=target:06af1c50d965,fic:8:target,generic,4,1.0,4,1.0,0.6,363,68,98,1.0,0.6,1.0,0.6,1.0,0.6
fic:8,fic:8:A=target:06af1c50d965,fic:8:target,conditioned,4,1.0,4,1.0,0.6,390,71,105,1.0,0.6,1.0,0.6,1.0,0.6
fic:8,fic:8:A=target:06af1c50d965,fic:8:target,generic,6,1.0,6,1.0,1.0,540,102,145,1.0,0.8,1.0,0.8,1.0,0.8
fic:8,fic:8:A=target:06af1c50d965,fic:8:target,conditioned,6,1.0,6,1.0,1.0,540,102,145,1.0,0.8,1.0,0.8,1.0,0.8
fic:8,fic:8:A=side3:3e311e582528,fic:8:side3,generic,2,1.0,2,0.0,0.4,152,30,41,0.0,0.4,0.0,0.4,0.0,0.4
fic:8,fic:8:A=side3:3e311e582528,fic:8:side3,conditioned,2,1.0,2,1.0,0.2,117,26,31,1.0,0.2,1.0,0.2,1.0,0.2
fic:8,fic:8:A=side3:3e311e582528,fic:8:side3,generic,4,1.0,4,0.0,0.8,363,68,98,0.0,0.8,0.0,0.8,0.0,0.8
fic:8,fic:8:A=side3:3e311e582528,fic:8:side3,conditioned,4,1.0,4,1.0,0.6,391,74,105,1.0,0.6,1.0,0.6799999999999999,1.0,0.6
fic:8,fic:8:A=side3:3e311e582528,fic:8:side3,generic,6,1.0,6,1.0,1.0,540,102,145,1.0,0.8,1.0,0.8,1.0,0.8
fic:8,fic:8:A=side3:3e311e582528,fic:8:side3,conditioned,6,1.0,6,1.0,1.0,540,102,145,1.0,0.8,1.0,0.8,1.0,0.8
fic:8,fic:8:A=side5:621afed681e3,fic:8:side5,generic,2,1.0,2,0.0,0.4,152,30,41,0.0,0.4,0.0,0.4,0.0,0.4
fic:8,fic:8:A=side5:621afed681e3,fic:8:side5,conditioned,2,1.0,2,1.0,0.2,116,23,31,1.0,0.2,1.0,0.3,1.0,0.2
fic:8,fic:8:A=side5:621afed681e3,fic:8:side5,generic,4,1.0,4,1.0,0.6,363,68,98,1.0,0.6,1.0,0.6,1.0,0.6
fic:8,fic:8:A=side5:621afed681e3,fic:8:side5,conditioned,4,1.0,4,1.0,0.6,363,68,98,1.0,0.6,1.0,0.6,1.0,0.6
fic:8,fic:8:A=side5:621afed681e3,fic:8:side5,generic,6,1.0,6,1.0,1.0,540,102,145,1.0,0.8,1.0,0.8,1.0,0.8
fic:8,fic:8:A=side5:621afed681e3,fic:8:side5,conditioned,6,1.0,6,1.0,1.0,540,102,145,1.0,0.8,1.0,0.8,1.0,0.8
fic:8,fic:8:A=side2:5c9762965980,fic:8:side2,generic,2,1.0,2,0.0,0.4,152,30,41,0.0,0.4,0.0,0.4,0.0,0.4
fic:8,fic:8:A=side2:5c9762965980,fic:8:side2,conditioned,2,1.0,2,1.0,0.2,125,27,33,1.0,0.2,1.0,0.2,1.0,0.2
fic:8,fic:8:A=side2:5c9762965980,fic:8:side2,generic,4,1.0,4,1.0,0.6,363,68,98,1.0,0.6,1.0,0.6,1.0,0.6
fic:8,fic:8:A=side2:5c9762965980,fic:8:side2,conditioned,4,1.0,4,1.0,0.6,364,71,98,1.0,0.6,1.0,0.6799999999999999,1.0,0.6
fic:8,fic:8:A=side2:5c9762965980,fic:8:side2,generic,6,1.0,6,1.0,1.0,540,102,145,1.0,0.8,1.0,0.8,1.0,0.8
fic:8,fic:8:A=side2:5c9762965980,fic:8:side2,conditioned,6,1.0,6,1.0,1.0,540,102,145,1.0,0.8,1.0,0.8,1.0,0.8
fic:9,fic:9:A=side5:94e684fc5a62,fic:9:side5,generic,2,1.0,2,1.0,0.2,282,50,76,1.0,0.4,1.0,0.4,1.0,0.4
fic:9,fic:9:A=side5:94e684fc5a62,fic:9:side5,conditioned,2,1.0,2,1.0,0.2,282,50,76,1.0,0.4,1.0,0.4,1.0,0.4
fic:9,fic:9:A=side5:94e684fc5a62,fic:9:side5,generic,4,1.0,4,1.0,0.6,442,78,119,1.0,0.6,1.0,0.6,1.0,0.6
fic:9,fic:9:A=side5:94e684fc5a62,fic:9:side5,conditioned,4,1.0,4,1.0,0.6,442,78,119,1.0,0.6,1.0,0.6,1.0,0.6
fic:9,fic:9:A=side5:94e684fc5a62,fic:9:side5,generic,6,1.0,6,1.0,1.0,599,105,161,1.0,1.0,1.0,1.0,1.0,1.0
fic:9,fic:9:A=side5:94e684fc5a62,fic:9:side5,conditioned,6,1.0,6,1.0,1.0,599,105,161,1.0,1.0,1.0,1.0,1.0,1.0
fic:9,fic:9:A=side1:fd2d8f8b1438,fic:9:side1,generic,2,1.0,2,0.0,0.4,282,50,76,0.0,0.6,0.0,0.6,0.0,0.6
fic:9,fic:9:A=side1:fd2d8f8b1438,fic:9:side1,conditioned,2,1.0,2,1.0,0.2,165,27,44,1.0,0.4,1.0,0.4,1.0,0.4
fic:9,fic:9:A=side1:fd2d8f8b1438,fic:9:side1,generic,4,1.0,4,0.0,0.8,442,78,119,0.0,0.8,0.0,0.8,0.0,0.8
fic:9,fic:9:A=side1:fd2d8f8b1438,fic:9:side1,conditioned,4,1.0,4,1.0,0.6,437,76,118,1.0,0.6,1.0,0.6,1.0,0.6
fic:9,fic:9:A=side1:fd2d8f8b1438,fic:9:side1,generic,6,1.0,6,1.0,1.0,599,105,161,1.0,1.0,1.0,1.0,1.0,1.0
fic:9,fic:9:A=side1:fd2d8f8b1438,fic:9:side1,conditioned,6,1.0,6,1.0,1.0,599,105,161,1.0,1.0,1.0,1.0,1.0,1.0
fic:9,fic:9:A=target:e1251235740f,fic:9:target,generic,2,1.0,2,1.0,0.2,282,50,76,1.0,0.4,1.0,0.4,1.0,0.4
fic:9,fic:9:A=target:e1251235740f,fic:9:target,conditioned,2,1.0,2,1.0,0.2,270,47,72,1.0,0.4,1.0,0.4,1.0,0.4
fic:9,fic:9:A=target:e1251235740f,fic:9:target,generic,4,1.0,4,1.0,0.6,442,78,119,1.0,0.6,1.0,0.6,1.0,0.6
fic:9,fic:9:A=target:e1251235740f,fic:9:target,conditioned,4,1.0,4,1.0,0.6,437,76,118,1.0,0.6,1.0,0.6,1.0,0.6
fic:9,fic:9:A=target:e1251235740f,fic:9:target,generic,6,1.0,6,1.0,1.0,599,105,161,1.0,1.0,1.0,1.0,1.0,1.0
fic:9,fic:9:A=target:e1251235740f,fic:9:target,conditioned,6,1.0,6,1.0,1.0,599,105,161,1.0,1.0,1.0,1.0,1.0,1.0
fic:9,fic:9:A=side4:5f38b4853bee,fic:9:side4,generic,2,1.0,2,0.0,0.4,282,50,76,0.0,0.6,0.0,0.6,0.0,0.6
fic:9,fic:9:A=side4:5f38b4853bee,fic:9:side4,conditioned,2,1.0,2,1.0,0.2,270,47,72,1.0,0.4,1.0,0.4,1.0,0.4
fic:9,fic:9:A=side4:5f38b4853bee,fic:9:side4,generic,4,1.0,4,1.0,0.6,442,78,119,1.0,0.6,1.0,0.6,1.0,0.6
fic:9,fic:9:A=side4:5f38b4853bee,fic:9:side4,conditioned,4,1.0,4,1.0,0.6,442,78,119,1.0,0.6,1.0,0.6,1.0,0.6
fic:9,fic:9:A=side4:5f38b4853bee,fic:9:side4,generic,6,1.0,6,1.0,1.0,599,105,161,1.0,1.0,1.0,1.0,1.0,1.0
fic:9,fic:9:A=side4:5f38b4853bee,fic:9:side4,conditioned,6,1.0,6,1.0,1.0,599,105,161,1.0,1.0,1.0,1.0,1.0,1.0
fic:9,fic:9:A=side2:72909f44bc37,fic:9:side2,generic,2,1.0,2,0.0,0.4,282,50,76,0.0,0.6,0.0,0.6,0.0,0.6
fic:9,fic:9:A=side2:72909f44bc37,fic:9:side2,conditioned,2,1.0,2,1.0,0.2,155,27,41,1.0,0.2,1.0,0.2,1.0,0.2
fic:9,fic:9:A=side2:72909f44bc37,fic:9:side2,generic,4,1.0,4,0.0,0.8,442,78,119,0.0,0.8,0.0,0.8,0.0,0.8
fic:9,fic:9:A=side2:72909f44bc37,fic:9:side2,conditioned,4,1.0,4,1.0,0.6,439,77,118,1.0,0.8,1.0,0.8,1.0,0.8
fic:9,fic:9:A=side2:72909f44bc37,fic:9:side2,generic,6,1.0,6,1.0,1.0,599,105,161,1.0,1.0,1.0,1.0,1.0,1.0
fic:9,fic:9:A=side2:72909f44bc37,fic:9:side2,conditioned,6,1.0,6,1.0,1.0,599,105,161,1.0,1.0,1.0,1.0,1.0,1.0
fic:9,fic:9:A=side3:51c93230032a,fic:9:side3,generic,2,1.0,2,0.0,0.4,282,50,76,1.0,0.4,1.0,0.4,1.0,0.4
fic:9,fic:9:A=side3:51c93230032a,fic:9:side3,conditioned,2,1.0,2,1.0,0.2,270,49,72,1.0,0.2,1.0,0.2,1.0,0.2
fic:9,fic:9:A=side3:51c93230032a,fic:9:side3,generic,4,1.0,4,1.0,0.6,442,78,119,1.0,0.6,1.0,0.6,1.0,0.6
fic:9,fic:9:A=side3:51c93230032a,fic:9:side3,conditioned,4,1.0,4,1.0,0.6,420,75,113,1.0,0.6,1.0,0.6,1.0,0.6
fic:9,fic:9:A=side3:51c93230032a,fic:9:side3,generic,6,1.0,6,1.0,1.0,599,105,161,1.0,1.0,1.0,1.0,1.0,1.0
fic:9,fic:9:A=side3:51c93230032a,fic:9:side3,conditioned,6,1.0,6,1.0,1.0,599,105,161,1.0,1.0,1.0,1.0,1.0,1.0
fic:10,fic:10:A=side5:16f939914176,fic:10:side5,generic,2,1.0,2,0.0,0.4,125,27,33,0.0,0.2,0.0,0.3333333333333333,0.0,0.4
fic:10,fic:10:A=side5:16f939914176,fic:10:side5,conditioned,2,1.0,2,1.0,0.2,174,33,47,1.0,0.2,1.0,0.2,1.0,0.2
fic:10,fic:10:A=side5:16f939914176,fic:10:side5,generic,4,1.0,4,0.0,0.8,296,57,80,0.0,0.6,0.0,0.7333333333333333,0.0,0.8
fic:10,fic:10:A=side5:16f939914176,fic:10:side5,conditioned,4,1.0,4,1.0,0.6,427,77,115,1.0,0.6,1.0,0.6,1.0,0.6
fic:10,fic:10:A=side5:16f939914176,fic:10:side5,generic,6,1.0,6,1.0,1.0,554,104,149,1.0,0.8,1.0,0.9333333333333332,1.0,1.0
fic:10,fic:10:A=side5:16f939914176,fic:10:side5,conditioned,6,1.0,6,1.0,1.0,554,104,149,1.0,0.8,1.0,0.9333333333333332,1.0,1.0
fic:10,fic:10:A=side3:d9ad33a71ac6,fic:10:side3,generic,2,1.0,2,1.0,0.2,125,27,33,1.0,0.0,1.0,0.13333333333333333,1.0,0.2
fic:10,fic:10:A=side3:d9ad33a71ac6,fic:10:side3,conditioned,2,1.0,2,1.0,0.2,154,30,41,1.0,0.2,1.0,0.2,1.0,0.2
fic:10,fic:10:A=side3:d9ad33a71ac6,fic:10:side3,generic,4,1.0,4,1.0,0.6,296,57,80,1.0,0.4,1.0,0.5333333333333333,1.0,0.6
