chain_id,arm,block,derived,pair_id,stage,depth,model_id,model_key,family,tier,parameters_b,from_model_key,from_parameters_b,transition_type,family_changed,size_direction,size_ratio,log_size_change,handoff_prompt_tokens,handoff_completion_tokens,handoff_cost_usd,handoff_provider,handoff_finish_reason,previous_characters,handoff_characters,handoff_tokens,length_ratio,lexical_similarity,novel_token_rate,ngram_copy_rate,semantic_preserved,semantic_verdict,fact_A_survived,fact_B_survived,transition_label_target,transition_label_heldout,answerer_role,answerer_model_id,target_pred,target_em,target_f1,target_judge_correct,heldout_pred,heldout_f1,heldout_judge_correct,answer_prompt_tokens,answer_completion_tokens
homog_small_gemma::56e1c720e3433e140042316a__56e1c720e3433e140042316b,homog_small_gemma,matched_small,False,56e1c720e3433e140042316a__56e1c720e3433e140042316b,4,4,google/gemma-3-12b-it,gemma_small,gemma,small,12.2,gemma_small,12.2,same_family_size_same,False,same,1.0,0.0,189,53,1.74e-05,DeepInfra,stop,288,290,34,1.0069,0.7463,0.2647,0.1667,1.0,EQUIVALENT,0,0,critical_detail_loss,critical_detail_loss,primary,meta-llama/llama-3.1-8b-instruct,DTIME(n<sup>2</sup>),0.0,0.0,1,DTIME(n<sup>2</sup>),0.0,1,,
homog_small_gemma::56e1c720e3433e140042316a__56e1c720e3433e140042316b,homog_small_gemma,matched_small,False,56e1c720e3433e140042316a__56e1c720e3433e140042316b,5,5,google/gemma-3-12b-it,gemma_small,gemma,small,12.2,gemma_small,12.2,same_family_size_same,False,same,1.0,0.0,188,52,1.72e-05,DeepInfra,stop,290,284,32,0.9793,0.8485,0.125,0.4643,1.0,EQUIVALENT,0,0,critical_detail_loss,critical_detail_loss,primary,meta-llama/llama-3.1-8b-instruct,DTIME(n),0.0,0.0,1,DTIME(n),0.0,0,,
homog_small_gemma::56e1c720e3433e140042316a__56e1c720e3433e140042316b,homog_small_gemma,matched_small,False,56e1c720e3433e140042316a__56e1c720e3433e140042316b,6,6,google/gemma-3-12b-it,gemma_small,gemma,small,12.2,gemma_small,12.2,same_family_size_same,False,same,1.0,0.0,187,55,1.76e-05,DeepInfra,stop,284,309,36,1.088,0.7647,0.2778,0.1875,1.0,EQUIVALENT,0,0,critical_detail_loss,critical_detail_loss,primary,meta-llama/llama-3.1-8b-instruct,DTIME(n<sup>2</sup>),0.0,0.0,1,DTIME(n),0.0,0,,
homog_small_gemma::5725ee6438643c19005aceb3__5725ee6438643c19005aceb5,homog_small_gemma,matched_small,False,5725ee6438643c19005aceb3__5725ee6438643c19005aceb5,1,1,google/gemma-3-12b-it,gemma_small,gemma,small,12.2,,,source_to_first_agent,,none,,,1784,59,9.805e-05,DeepInfra,stop,8002,0,0,0.0,0.0,0.0,0.0,1.0,EQUIVALENT,0,0,critical_detail_loss,critical_detail_loss,primary,meta-llama/llama-3.1-8b-instruct,Space Shuttle,0.0,0.0,0,Mercury,0.0,0,,
homog_small_gemma::5725ee6438643c19005aceb3__5725ee6438643c19005aceb5,homog_small_gemma,matched_small,False,5725ee6438643c19005aceb3__5725ee6438643c19005aceb5,2,2,google/gemma-3-12b-it,gemma_small,gemma,small,12.2,gemma_small,12.2,same_family_size_same,False,same,1.0,0.0,130,70,1.7e-05,DeepInfra,stop,0,300,44,nan,0.0,1.0,0.0,0.0,MAJOR_LOSS,0,0,information_loss,semantic_drift,primary,meta-llama/llama-3.1-8b-instruct,Commercial Resupply Services 2 (CRS-2),0.0,0.0,0,Venus,1.0,1,,
homog_small_gemma::5725ee6438643c19005aceb3__5725ee6438643c19005aceb5,homog_small_gemma,matched_small,False,5725ee6438643c19005aceb3__5725ee6438643c19005aceb5,3,3,google/gemma-3-12b-it,gemma_small,gemma,small,12.2,gemma_small,12.2,same_family_size_same,False,same,1.0,0.0,200,86,2.29e-05,DeepInfra,stop,300,327,38,1.09,0.7073,0.2368,0.0882,1.0,EQUIVALENT,0,0,critical_detail_loss,critical_detail_loss,primary,meta-llama/llama-3.1-8b-instruct,Commercial Resupply Services 2 (CRS-2),0.0,0.0,0,Earth,0.0,0,,
homog_small_gemma::5725ee6438643c19005aceb3__5725ee6438643c19005aceb5,homog_small_gemma,matched_small,False,5725ee6438643c19005aceb3__5725ee6438643c19005aceb5,4,4,google/gemma-3-12b-it,gemma_small,gemma,small,12.2,gemma_small,12.2,same_family_size_same,False,same,1.0,0.0,216,64,2.04e-05,DeepInfra,stop,327,272,38,0.8318,0.8158,0.1842,0.2059,1.0,EQUIVALENT,0,0,critical_detail_loss,critical_detail_loss,primary,meta-llama/llama-3.1-8b-instruct,Commercial Resupply Services 2 (CRS-2),0.0,0.0,0,Venus,1.0,1,,
homog_small_gemma::5725ee6438643c19005aceb3__5725ee6438643c19005aceb5,homog_small_gemma,matched_small,False,5725ee6438643c19005aceb3__5725ee6438643c19005aceb5,5,5,google/gemma-3-12b-it,gemma_small,gemma,small,12.2,gemma_small,12.2,same_family_size_same,False,same,1.0,0.0,194,65,1.945e-05,DeepInfra,stop,272,265,38,0.9743,0.8421,0.1579,0.3824,1.0,EQUIVALENT,0,0,critical_detail_loss,critical_detail_loss,primary,meta-llama/llama-3.1-8b-instruct,Commercial Resupply Services 2 (CRS-2),0.0,0.0,0,Venus,1.0,1,,
homog_small_gemma::5725ee6438643c19005aceb3__5725ee6438643c19005aceb5,homog_small_gemma,matched_small,False,5725ee6438643c19005aceb3__5725ee6438643c19005aceb5,6,6,google/gemma-3-12b-it,gemma_small,gemma,small,12.2,gemma_small,12.2,same_family_size_same,False,same,1.0,0.0,195,61,1.89e-05,DeepInfra,stop,265,243,35,0.917,0.9315,0.0286,0.4839,1.0,EQUIVALENT,0,0,critical_detail_loss,critical_detail_loss,primary,meta-llama/llama-3.1-8b-instruct,Commercial Resupply Services 2 (CRS-2),0.0,0.0,0,Venus,1.0,1,,
homog_small_gemma::572fbf21a23a5019007fc937__572fbf21a23a5019007fc93a,homog_small_gemma,matched_small,False,572fbf21a23a5019007fc937__572fbf21a23a5019007fc93a,1,1,google/gemma-3-12b-it,gemma_small,gemma,small,12.2,,,source_to_first_agent,,none,,,1842,39,9.795e-05,DeepInfra,stop,7977,0,0,0.0,0.0,0.0,0.0,1.0,EQUIVALENT,0,0,critical_detail_loss,critical_detail_loss,primary,meta-llama/llama-3.1-8b-instruct,Wood,0.0,0.0,0,John MacCormick,0.0,0,,
homog_small_gemma::572fbf21a23a5019007fc937__572fbf21a23a5019007fc93a,homog_small_gemma,matched_small,False,572fbf21a23a5019007fc937__572fbf21a23a5019007fc93a,2,2,google/gemma-3-12b-it,gemma_small,gemma,small,12.2,gemma_small,12.2,same_family_size_same,False,same,1.0,0.0,119,103,2.14e-05,DeepInfra,stop,0,393,53,nan,0.0,1.0,0.0,1.0,EQUIVALENT,1,0,benign_paraphrase,critical_detail_loss,primary,meta-llama/llama-3.1-8b-instruct,Sterling silver and gilt,0.0,0.4444444444444445,1,Unknown,0.0,0,,
homog_small_gemma::572fbf21a23a5019007fc937__572fbf21a23a5019007fc93a,homog_small_gemma,matched_small,False,572fbf21a23a5019007fc937__572fbf21a23a5019007fc93a,3,3,google/gemma-3-12b-it,gemma_small,gemma,small,12.2,gemma_small,12.2,same_family_size_same,False,same,1.0,0.0,222,103,2.655e-05,DeepInfra,stop,393,393,53,1.0,1.0,0.0,1.0,1.0,EQUIVALENT,1,0,verbatim_copy,verbatim_copy,primary,meta-llama/llama-3.1-8b-instruct,Sterling silver and gilt,0.0,0.4444444444444445,1,King Charles I,0.0,0,,
homog_small_gemma::572fbf21a23a5019007fc937__572fbf21a23a5019007fc93a,homog_small_gemma,matched_small,False,572fbf21a23a5019007fc937__572fbf21a23a5019007fc93a,4,4,google/gemma-3-12b-it,gemma_small,gemma,small,12.2,gemma_small,12.2,same_family_size_same,False,same,1.0,0.0,222,103,2.655e-05,DeepInfra,stop,393,393,53,1.0,1.0,0.0,1.0,1.0,EQUIVALENT,1,0,verbatim_copy,verbatim_copy,primary,meta-llama/llama-3.1-8b-instruct,Sterling silver and gilt,0.0,0.4444444444444445,1,King Charles I,0.0,0,,
homog_small_gemma::572fbf21a23a5019007fc937__572fbf21a23a5019007fc93a,homog_small_gemma,matched_small,False,572fbf21a23a5019007fc937__572fbf21a23a5019007fc93a,5,5,google/gemma-3-12b-it,gemma_small,gemma,small,12.2,gemma_small,12.2,same_family_size_same,False,same,1.0,0.0,222,103,2.655e-05,DeepInfra,stop,393,393,53,1.0,1.0,0.0,1.0,1.0,EQUIVALENT,1,0,verbatim_copy,verbatim_copy,primary,meta-llama/llama-3.1-8b-instruct,Sterling silver and gilt,0.0,0.4444444444444445,1,Unknown,0.0,0,,
homog_small_gemma::572fbf21a23a5019007fc937__572fbf21a23a5019007fc93a,homog_small_gemma,matched_small,False,572fbf21a23a5019007fc937__572fbf21a23a5019007fc93a,6,6,google/gemma-3-12b-it,gemma_small,gemma,small,12.2,gemma_small,12.2,same_family_size_same,False,same,1.0,0.0,222,103,2.655e-05,DeepInfra,stop,393,393,53,1.0,1.0,0.0,1.0,1.0,EQUIVALENT,1,0,verbatim_copy,verbatim_copy,primary,meta-llama/llama-3.1-8b-instruct,Sterling silver and gilt,0.0,0.4444444444444445,1,Unknown,0.0,0,,
homog_small_gemma::57295b5b1d04691400779315__57295b5b1d04691400779318,homog_small_gemma,matched_small,False,57295b5b1d04691400779315__57295b5b1d04691400779318,1,1,google/gemma-3-12b-it,gemma_small,gemma,small,12.2,,,source_to_first_agent,,none,,,1813,69,0.000101,DeepInfra,stop,7918,0,0,0.0,0.0,0.0,0.0,1.0,EQUIVALENT,0,0,critical_detail_loss,critical_detail_loss,primary,meta-llama/llama-3.1-8b-instruct,Phycobiliproteins,0.0,0.0,0,Toxins,0.0,0,,
homog_small_gemma::57295b5b1d04691400779315__57295b5b1d04691400779318,homog_small_gemma,matched_small,False,57295b5b1d04691400779315__57295b5b1d04691400779318,2,2,google/gemma-3-12b-it,gemma_small,gemma,small,12.2,gemma_small,12.2,same_family_size_same,False,same,1.0,0.0,125,88,1.945e-05,DeepInfra,stop,0,404,50,nan,0.0,1.0,0.0,0.0,MAJOR_LOSS,1,0,semantic_drift,information_loss,primary,meta-llama/llama-3.1-8b-instruct,Phycobilisomes,1.0,1.0,1,Cell walls,0.0,0,,
homog_small_gemma::57295b5b1d04691400779315__57295b5b1d04691400779318,homog_small_gemma,matched_small,False,57295b5b1d04691400779315__57295b5b1d04691400779318,3,3,google/gemma-3-12b-it,gemma_small,gemma,small,12.2,gemma_small,12.2,same_family_size_same,False,same,1.0,0.0,213,82,2.295e-05,DeepInfra,stop,404,360,45,0.8911,0.9053,0.0444,0.439,1.0,EQUIVALENT,1,0,benign_paraphrase,critical_detail_loss,primary,meta-llama/llama-3.1-8b-instruct,Phycobilisomes,1.0,1.0,1,Cell walls,0.0,0,,
homog_small_gemma::57295b5b1d04691400779315__57295b5b1d04691400779318,homog_small_gemma,matched_small,False,57295b5b1d04691400779315__57295b5b1d04691400779318,4,4,google/gemma-3-12b-it,gemma_small,gemma,small,12.2,gemma_small,12.2,same_family_size_same,False,same,1.0,0.0,207,83,2.28e-05,DeepInfra,stop,360,363,45,1.0083,0.9333,0.0667,0.5854,1.0,EQUIVALENT,1,0,benign_paraphrase,critical_detail_loss,primary,meta-llama/llama-3.1-8b-instruct,Phycobilisomes,1.0,1.0,1,Cell walls,0.0,0,,
homog_small_gemma::57295b5b1d04691400779315__57295b5b1d04691400779318,homog_small_gemma,matched_small,False,57295b5b1d04691400779315__57295b5b1d04691400779318,5,5,google/gemma-3-12b-it,gemma_small,gemma,small,12.2,gemma_small,12.2,same_family_size_same,False,same,1.0,0.0,208,83,2.285e-05,DeepInfra,stop,363,363,45,1.0,1.0,0.0,1.0,1.0,EQUIVALENT,1,0,verbatim_copy,verbatim_copy,primary,meta-llama/llama-3.1-8b-instruct,Phycobilisomes,1.0,1.0,1,Cell walls,0.0,0,,
homog_small_gemma::57295b5b1d04691400779315__57295b5b1d04691400779318,homog_small_gemma,matched_small,False,57295b5b1d04691400779315__57295b5b1d04691400779318,6,6,google/gemma-3-12b-it,gemma_small,gemma,small,12.2,gemma_small,12.2,same_family_size_same,False,same,1.0,0.0,208,83,2.285e-05,DeepInfra,stop,363,363,45,1.0,1.0,0.0,1.0,1.0,EQUIVALENT,1,0,verbatim_copy,verbatim_copy,primary,meta-llama/llama-3.1-8b-instruct,Phycobilisomes,1.0,1.0,1,Cell walls,0.0,0,,
homog_small_gemma::57286fa83acd2414000df9e5__57286fa83acd2414000df9e7,homog_small_gemma,matched_small,False,57286fa83acd2414000df9e5__57286fa83acd2414000df9e7,1,1,google/gemma-3-12b-it,gemma_small,gemma,small,12.2,,,source_to_first_agent,,none,,,1977,41,0.000105,DeepInfra,stop,8022,0,0,0.0,0.0,0.0,0.0,1.0,EQUIVALENT,0,0,critical_detail_loss,critical_detail_loss,primary,meta-llama/llama-3.1-8b-instruct,Razia Sultana,0.0,0.0,0,Ögedei Khan,0.0,0,,
homog_small_gemma::57286fa83acd2414000df9e5__57286fa83acd2414000df9e7,homog_small_gemma,matched_small,False,57286fa83acd2414000df9e5__57286fa83acd2414000df9e7,2,2,google/gemma-3-12b-it,gemma_small,gemma,small,12.2,gemma_small,12.2,same_family_size_same,False,same,1.0,0.0,121,74,1.715e-05,DeepInfra,stop,0,232,39,nan,0.0,1.0,0.0,0.0,MAJOR_LOSS,0,0,information_loss,information_loss,primary,meta-llama/llama-3.1-8b-instruct,Jebe,0.0,0.0,0,I don't have enough information to answer the question,0.0,0,,
homog_small_gemma::57286fa83acd2414000df9e5__57286fa83acd2414000df9e7,homog_small_gemma,matched_small,False,57286fa83acd2414000df9e5__57286fa83acd2414000df9e7,3,3,google/gemma-3-12b-it,gemma_small,gemma,small,12.2,gemma_small,12.2,same_family_size_same,False,same,1.0,0.0,195,81,2.19e-05,DeepInfra,stop,232,246,39,1.0603,0.9744,0.0256,0.8571,1.0,EQUIVALENT,0,0,verbatim_copy,verbatim_copy,primary,meta-llama/llama-3.1-8b-instruct,Jebe,0.0,0.0,0,I don't have enough information to answer the question,0.0,0,,
homog_small_gemma::57286fa83acd2414000df9e5__57286fa83acd2414000df9e7,homog_small_gemma,matched_small,False,57286fa83acd2414000df9e5__57286fa83acd2414000df9e7,4,4,google/gemma-3-12b-it,gemma_small,gemma,small,12.2,gemma_small,12.2,same_family_size_same,False,same,1.0,0.0,202,81,2.225e-05,DeepInfra,stop,246,246,39,1.0,1.0,0.0,1.0,1.0,EQUIVALENT,0,0,verbatim_copy,verbatim_copy,primary,meta-llama/llama-3.1-8b-instruct,Jebe,0.0,0.0,0,Ayurbarwada,0.0,0,,
homog_small_gemma::57286fa83acd2414000df9e5__57286fa83acd2414000df9e7,homog_small_gemma,matched_small,False,57286fa83acd2414000df9e5__57286fa83acd2414000df9e7,5,5,google/gemma-3-12b-it,gemma_small,gemma,small,12.2,gemma_small,12.2,same_family_size_same,False,same,1.0,0.0,202,81,2.225e-05,DeepInfra,stop,246,246,39,1.0,1.0,0.0,1.0,1.0,EQUIVALENT,0,0,verbatim_copy,verbatim_copy,primary,meta-llama/llama-3.1-8b-instruct,Jebe,0.0,0.0,0,Ayurbarwada,0.0,0,,
homog_small_gemma::57286fa83acd2414000df9e5__57286fa83acd2414000df9e7,homog_small_gemma,matched_small,False,57286fa83acd2414000df9e5__57286fa83acd2414000df9e7,6,6,google/gemma-3-12b-it,gemma_small,gemma,small,12.2,gemma_small,12.2,same_family_size_same,False,same,1.0,0.0,202,81,2.225e-05,DeepInfra,stop,246,246,39,1.0,1.0,0.0,1.0,1.0,EQUIVALENT,0,0,verbatim_copy,verbatim_copy,primary,meta-llama/llama-3.1-8b-instruct,Jebe,0.0,0.0,0,Ayurbarwada,0.0,0,,
homog_small_gemma::5727565ef1498d1400e8f674__5727565ef1498d1400e8f676,homog_small_gemma,matched_small,False,5727565ef1498d1400e8f674__5727565ef1498d1400e8f676,1,1,google/gemma-3-12b-it,gemma_small,gemma,small,12.2,,,source_to_first_agent,,none,,,1806,51,9.795e-05,DeepInfra,stop,7935,193,24,0.0243,0.0383,0.0833,0.85,0.5,MINOR_LOSS,1,0,semantic_drift,information_loss,primary,meta-llama/llama-3.1-8b-instruct,"£42,090",1.0,1.0,1,The Middle East,0.0,0,,
homog_small_gemma::5727565ef1498d1400e8f674__5727565ef1498d1400e8f676,homog_small_gemma,matched_small,False,5727565ef1498d1400e8f674__5727565ef1498d1400e8f676,2,2,google/gemma-3-12b-it,gemma_small,gemma,small,12.2,gemma_small,12.2,same_family_size_same,False,same,1.0,0.0,172,38,1.43e-05,DeepInfra,stop,193,166,22,0.8601,0.6522,0.3182,0.0556,1.0,EQUIVALENT,1,0,benign_paraphrase,critical_detail_loss,primary,meta-llama/llama-3.1-8b-instruct,"£42,090",1.0,1.0,1,The Middle East,0.0,0,,
homog_small_gemma::5727565ef1498d1400e8f674__5727565ef1498d1400e8f676,homog_small_gemma,matched_small,False,5727565ef1498d1400e8f674__5727565ef1498d1400e8f676,3,3,google/gemma-3-12b-it,gemma_small,gemma,small,12.2,gemma_small,12.2,same_family_size_same,False,same,1.0,0.0,159,67,1.8e-05,DeepInfra,stop,166,246,26,1.4819,0.7917,0.2692,0.3636,1.0,EQUIVALENT,1,0,benign_paraphrase,critical_detail_loss,primary,meta-llama/llama-3.1-8b-instruct,"£42,090",1.0,1.0,1,The UAE,0.0,0,,
homog_small_gemma::5727565ef1498d1400e8f674__5727565ef1498d1400e8f676,homog_small_gemma,matched_small,False,5727565ef1498d1400e8f674__5727565ef1498d1400e8f676,4,4,google/gemma-3-12b-it,gemma_small,gemma,small,12.2,gemma_small,12.2,same_family_size_same,False,same,1.0,0.0,188,52,1.72e-05,DeepInfra,stop,246,250,29,1.0163,0.8,0.2414,0.44,1.0,EQUIVALENT,1,0,benign_paraphrase,critical_detail_loss,primary,meta-llama/llama-3.1-8b-instruct,"£42,090",1.0,1.0,1,The Middle East,0.0,0,,
homog_small_gemma::5727565ef1498d1400e8f674__5727565ef1498d1400e8f676,homog_small_gemma,matched_small,False,5727565ef1498d1400e8f674__5727565ef1498d1400e8f676,5,5,google/gemma-3-12b-it,gemma_small,gemma,small,12.2,gemma_small,12.2,same_family_size_same,False,same,1.0,0.0,173,47,1.57e-05,DeepInfra,stop,250,211,26,0.844,0.9091,0.0385,0.7273,1.0,EQUIVALENT,1,0,benign_paraphrase,critical_detail_loss,primary,meta-llama/llama-3.1-8b-instruct,"£42,090",1.0,1.0,1,The Middle East,0.0,0,,
homog_small_gemma::5727565ef1498d1400e8f674__5727565ef1498d1400e8f676,homog_small_gemma,matched_small,False,5727565ef1498d1400e8f674__5727565ef1498d1400e8f676,6,6,google/gemma-3-12b-it,gemma_small,gemma,small,12.2,gemma_small,12.2,same_family_size_same,False,same,1.0,0.0,168,47,1.545e-05,DeepInfra,stop,211,219,26,1.0379,0.8077,0.1923,0.1364,1.0,EQUIVALENT,1,0,benign_paraphrase,critical_detail_loss,primary,meta-llama/llama-3.1-8b-instruct,"£42,090",1.0,1.0,1,Middle East,0.0,0,,
homog_small_gemma::5726a9ff708984140094cd4b__5726a9ff708984140094cd4c,homog_small_gemma,matched_small,False,5726a9ff708984140094cd4b__5726a9ff708984140094cd4c,1,1,google/gemma-3-12b-it,gemma_small,gemma,small,12.2,,,source_to_first_agent,,none,,,1634,33,8.665e-05,DeepInfra,stop,7501,0,0,0.0,0.0,0.0,0.0,1.0,EQUIVALENT,0,0,critical_detail_loss,critical_detail_loss,primary,meta-llama/llama-3.1-8b-instruct,Joseph Edgar Boehm,0.0,0.0,0,Two,0.0,0,,
homog_small_gemma::5726a9ff708984140094cd4b__5726a9ff708984140094cd4c,homog_small_gemma,matched_small,False,5726a9ff708984140094cd4b__5726a9ff708984140094cd4c,2,2,google/gemma-3-12b-it,gemma_small,gemma,small,12.2,gemma_small,12.2,same_family_size_same,False,same,1.0,0.0,126,50,1.38e-05,DeepInfra,stop,0,232,33,nan,0.0,1.0,0.0,1.0,EQUIVALENT,0,0,critical_detail_loss,critical_detail_loss,primary,meta-llama/llama-3.1-8b-instruct,Joseph Edgar Boehm,0.0,0.0,0,No information,0.0,0,,
homog_small_gemma::5726a9ff708984140094cd4b__5726a9ff708984140094cd4c,homog_small_gemma,matched_small,False,5726a9ff708984140094cd4b__5726a9ff708984140094cd4c,3,3,google/gemma-3-12b-it,gemma_small,gemma,small,12.2,gemma_small,12.2,same_family_size_same,False,same,1.0,0.0,176,39,1.465e-05,DeepInfra,stop,232,163,24,0.7026,0.807,0.0417,0.2,1.0,EQUIVALENT,0,0,critical_detail_loss,critical_detail_loss,primary,meta-llama/llama-3.1-8b-instruct,Joseph Edgar Boehm,0.0,0.0,0,2,0.0,0,,
homog_small_gemma::5726a9ff708984140094cd4b__5726a9ff708984140094cd4c,homog_small_gemma,matched_small,False,5726a9ff708984140094cd4b__5726a9ff708984140094cd4c,4,4,google/gemma-3-12b-it,gemma_small,gemma,small,12.2,gemma_small,12.2,same_family_size_same,False,same,1.0,0.0,165,38,1.395e-05,DeepInfra,stop,163,155,23,0.9509,0.9787,0.0,0.7895,1.0,EQUIVALENT,0,0,verbatim_copy,verbatim_copy,primary,meta-llama/llama-3.1-8b-instruct,Joseph Edgar Boehm,0.0,0.0,0,2,0.0,0,,
homog_small_gemma::5726a9ff708984140094cd4b__5726a9ff708984140094cd4c,homog_small_gemma,matched_small,False,5726a9ff708984140094cd4b__5726a9ff708984140094cd4c,5,5,google/gemma-3-12b-it,gemma_small,gemma,small,12.2,gemma_small,12.2,same_family_size_same,False,same,1.0,0.0,164,45,1.495e-05,DeepInfra,stop,155,185,27,1.1935,0.8,0.2593,0.3478,1.0,EQUIVALENT,0,0,critical_detail_loss,critical_detail_loss,primary,meta-llama/llama-3.1-8b-instruct,Joseph Edgar Boehm,0.0,0.0,0,None,0.0,0,,
homog_small_gemma::5726a9ff708984140094cd4b__5726a9ff708984140094cd4c,homog_small_gemma,matched_small,False,5726a9ff708984140094cd4b__5726a9ff708984140094cd4c,6,6,google/gemma-3-12b-it,gemma_small,gemma,small,12.2,gemma_small,12.2,same_family_size_same,False,same,1.0,0.0,171,38,1.425e-05,DeepInfra,stop,185,155,23,0.8378,0.8,0.1304,0.4211,1.0,EQUIVALENT,0,0,critical_detail_loss,critical_detail_loss,primary,meta-llama/llama-3.1-8b-instruct,Joseph Edgar Boehm,0.0,0.0,0,Two,0.0,0,,
homog_small_gemma::56e10fbacd28a01900c67509__56e10fbacd28a01900c6750c,homog_small_gemma,matched_small,False,56e10fbacd28a01900c67509__56e10fbacd28a01900c6750c,1,1,google/gemma-3-12b-it,gemma_small,gemma,small,12.2,,,source_to_first_agent,,none,,,1882,106,0.00011,DeepInfra,stop,7876,441,52,0.056,0.0805,0.0769,0.625,0.5,MINOR_LOSS,1,1,semantic_drift,semantic_drift,primary,meta-llama/llama-3.1-8b-instruct,Charged particle beam weapons,1.0,1.0,1,Millions of volts,0.5,1,,
homog_small_gemma::56e10fbacd28a01900c67509__56e10fbacd28a01900c6750c,homog_small_gemma,matched_small,False,56e10fbacd28a01900c67509__56e10fbacd28a01900c6750c,2,2,google/gemma-3-12b-it,gemma_small,gemma,small,12.2,gemma_small,12.2,same_family_size_same,False,same,1.0,0.0,227,91,2.5e-05,DeepInfra,stop,441,410,50,0.9297,0.6863,0.3,0.1957,1.0,EQUIVALENT,0,1,critical_detail_loss,benign_paraphrase,primary,meta-llama/llama-3.1-8b-instruct,Superweapons,0.0,0.0,0,Millions of volts,0.5,1,,
homog_small_gemma::56e10fbacd28a01900c67509__56e10fbacd28a01900c6750c,homog_small_gemma,matched_small,False,56e10fbacd28a01900c67509__56e10fbacd28a01900c6750c,3,3,google/gemma-3-12b-it,gemma_small,gemma,small,12.2,gemma_small,12.2,same_family_size_same,False,same,1.0,0.0,212,91,2.425e-05,DeepInfra,stop,410,404,49,0.9854,0.9899,0.0,0.9111,1.0,EQUIVALENT,0,1,verbatim_copy,verbatim_copy,primary,meta-llama/llama-3.1-8b-instruct,Superweapons,0.0,0.0,0,Millions of volts,0.5,1,,
homog_small_gemma::56e10fbacd28a01900c67509__56e10fbacd28a01900c6750c,homog_small_gemma,matched_small,False,56e10fbacd28a01900c67509__56e10fbacd28a01900c6750c,4,4,google/gemma-3-12b-it,gemma_small,gemma,small,12.2,gemma_small,12.2,same_family_size_same,False,same,1.0,0.0,212,88,2.38e-05,DeepInfra,stop,404,393,48,0.9728,0.9691,0.0208,0.7955,1.0,EQUIVALENT,0,1,verbatim_copy,verbatim_copy,primary,meta-llama/llama-3.1-8b-instruct,Superweapon,0.0,0.0,0,Millions of volts,0.5,1,,
homog_small_gemma::56e10fbacd28a01900c67509__56e10fbacd28a01900c6750c,homog_small_gemma,matched_small,False,56e10fbacd28a01900c67509__56e10fbacd28a01900c6750c,5,5,google/gemma-3-12b-it,gemma_small,gemma,small,12.2,gemma_small,12.2,same_family_size_same,False,same,1.0,0.0,209,92,2.425e-05,DeepInfra,stop,393,398,49,1.0127,0.9897,0.0204,0.8889,1.0,EQUIVALENT,0,1,verbatim_copy,verbatim_copy,primary,meta-llama/llama-3.1-8b-instruct,Superweapons,0.0,0.0,0,Millions of volts,0.5,1,,
homog_small_gemma::56e10fbacd28a01900c67509__56e10fbacd28a01900c6750c,homog_small_gemma,matched_small,False,56e10fbacd28a01900c67509__56e10fbacd28a01900c6750c,6,6,google/gemma-3-12b-it,gemma_small,gemma,small,12.2,gemma_small,12.2,same_family_size_same,False,same,1.0,0.0,213,92,2.445e-05,DeepInfra,stop,398,398,49,1.0,1.0,0.0,1.0,1.0,EQUIVALENT,0,1,verbatim_copy,verbatim_copy,primary,meta-llama/llama-3.1-8b-instruct,Superweapons,0.0,0.0,0,Millions of volts,0.5,1,,
homog_small_gemma::5730d3adaca1c71400fe5af5__5730d3adaca1c71400fe5af6,homog_small_gemma,matched_small,False,5730d3adaca1c71400fe5af5__5730d3adaca1c71400fe5af6,1,1,google/gemma-3-12b-it,gemma_small,gemma,small,12.2,,,source_to_first_agent,,none,,,1777,55,9.71e-05,DeepInfra,stop,7911,0,0,0.0,0.0,0.0,0.0,1.0,EQUIVALENT,0,0,critical_detail_loss,critical_detail_loss,primary,meta-llama/llama-3.1-8b-instruct,Executive Committee,0.0,0.0,0,Life,0.0,0,,
homog_small_gemma::5730d3adaca1c71400fe5af5__5730d3adaca1c71400fe5af6,homog_small_gemma,matched_small,False,5730d3adaca1c71400fe5af5__5730d3adaca1c71400fe5af6,2,2,google/gemma-3-12b-it,gemma_small,gemma,small,12.2,gemma_small,12.2,same_family_size_same,False,same,1.0,0.0,133,25,1.04e-05,DeepInfra,stop,0,132,15,nan,0.0,1.0,0.0,0.0,MAJOR_LOSS,0,0,semantic_drift,information_loss,primary,meta-llama/llama-3.1-8b-instruct,The Cabinet,0.0,0.5,1,4 years,0.0,0,,
homog_small_gemma::5730d3adaca1c71400fe5af5__5730d3adaca1c71400fe5af6,homog_small_gemma,matched_small,False,5730d3adaca1c71400fe5af5__5730d3adaca1c71400fe5af6,3,3,google/gemma-3-12b-it,gemma_small,gemma,small,12.2,gemma_small,12.2,same_family_size_same,False,same,1.0,0.0,158,22,1.12e-05,DeepInfra,stop,132,122,12,0.9242,0.7407,0.1667,0.0,1.0,EQUIVALENT,0,0,critical_detail_loss,critical_detail_loss,primary,meta-llama/llama-3.1-8b-instruct,The Cabinet,0.0,0.5,1,Indefinite,0.0,0,,
